id,name,data,reviewers_rating,review
2,Pravir Chhillar,"Reviewed in India on October 11, 2022",5.0,Superb quality products so very very good quality sound
2,Gaurav,"Reviewed in India on October 10, 2022",5.0,Everything is very good
2,Swadesh Kumar,"Reviewed in India on October 10, 2022",5.0,I ordered this phone 1 year ago... Overll all it is an average phone and budget friendly but biggest issue is it's battery drainage... Camera quality is ok in this budget... YouTube is hanging after recent updates
2,Priyank sharma,"Reviewed in India on October 10, 2022",5.0,Mobaile bill nhi aya
2,Mr. Karan devidas rathod,"Reviewed in India on October 10, 2022",1.0,"Hanging issues, phone switched off automatically..."
2,Sanjeev Kumar,"Reviewed in India on October 9, 2022",1.0,Good quality
2,Indhuhanu,"Reviewed in India on October 9, 2022",1.0,Cheep quality product which will effecting eyes than other mobile. Not able to see the screen more than 10 mins continuously.. faster dryness of eyes...
2,Sathish,"Reviewed in India on October 9, 2022",1.0,Good product with the best price.
2,Amazone vim,"Reviewed in India on October 9, 2022",1.0,"If you want a mobile without camera then only you can buy this mobile. Still, why should you waste money in redmi's mobile. This is my 1st redmi purchase and would be my last redmi too. Infinix and others are far far better in every terms."
2,Amazon Customer,"Reviewed in India on October 9, 2022",1.0,"Phone hangs quite a lot ,even in you tube"
2,Sambit,"Reviewed in India on October 8, 2022",1.0,Camera not up to the mark.
2,Md Atikur Rahman,"Reviewed in India on October 8, 2022",1.0,Good product..price quite low as compare to features. I am using product seance 5 months it's good and smooth functioning
2,vishal,"Reviewed in India on October 8, 2022",1.0,"Exactly a day before my warranty gets over, my phone got dead. So I took to the nearest service center. They have found it a resale product. And the warranty got over three months back by checking..<br>Beware of these Sellers<br>I have registered a complaint now"
3,Md Danish Alig,"Reviewed in India on October 16, 2022",5.0,Camera quality not well
3,Ratul chakravarty,"Reviewed in India on October 16, 2022",5.0,Nice Device.
3,Parth mochi,"Reviewed in India on October 16, 2022",5.0,CAMARA NOT OKAY
3,Placeholder,"Reviewed in India on October 16, 2022",5.0,Real Camera is in low light where it's performance is below than average at thai Price point
3,Sandeep das,"Reviewed in India on October 16, 2022",5.0,"&nbsp;I had purchased this phone on 30th June,2022. Now, within 4 month of purchase I am facing this problem. If possible suggest me some solution for this problem."
3,Prashant Srivastava,"Reviewed in India on October 16, 2022",5.0,"The speed of phone is good and screen navigation is smooth. Battery backup is more than 30 hrs. Charging is really fast (100% in 15-20 minutes). Display colours are ok, not vibrant.<br>Camera quality is bad, and worst in low light. If you want good photography then this phone is disappointing for you.<br>Summary: Phone is a ""good+"" for use but camera is disappointing."
3,Rahul Goswami,"Reviewed in India on October 16, 2022",5.0,Very bad phone not to by there is some company defect phone hangs very much need to restart on daily bases.
3,maitreyee mandal,"Reviewed in India on October 16, 2022",5.0,I like it. Excellent👍
3,shivam s.,"Reviewed in India on October 16, 2022",5.0,Good phone with a bad camera. As you zoom a bit the picture quality is too bad also with the video quality. Much better camera phones available at this price. Also fingerprint scanner feels slow.
3,MIR ARSHAD ALI HASHMI,"Reviewed in India on October 16, 2022",5.0,"Soft in use, camera, fingerprint reader, are very good, recommended to buy it, who want best phone in reasonable price"
3,Amazon Customer,"Reviewed in India on October 16, 2022",3.0,"One of the worst phone that I have bought in the recent times . 108MP camera is a lie, the 67w fast charger adapter for charging is to charger your phone when it’s drain so fast even without much usage."
3,vishal rajput,"Reviewed in India on October 16, 2022",3.0,Bad product
3,Ashutosh patel,"Reviewed in India on October 16, 2022",3.0,Nice
3,Er.girl,"Reviewed in India on October 16, 2022",3.0,All other things are good because I like Mi phone features but camera quality is very low
3,Chauhan Rudra,"Reviewed in India on October 15, 2022",3.0,"Worst camera ever seen,i haven't seen such camera quality,not at all like 108 MP ,Redmi 10 Pro is far better than this......."
3,Rajesh N.,"Reviewed in India on October 15, 2022",3.0,This is the worst mobile i have ever seen in my life. 108 mega pixels camera is a cheating it's photo quality is not even 1 megapixel. Don't even think of buying it  if yoy buy you will regret for sure.
3,John Richardson,"Reviewed in India on October 15, 2022",3.0,Not a big techie or a huge phone user. Battery lasts for more than a couple of days. Camera is good. Worth the money.
3,SURESH.T,"Reviewed in India on October 15, 2022",3.0,This product totally waste dont buy this mobile.. touch problem .. camera quality totally very poor.<br><br>I brought this phone for camera but very worst
3,Ayushi,"Reviewed in India on October 15, 2022",3.0,This phone hangs a little and keyboard get freezed.<br><br>I Didn't expect this quality with redmi. Been a customer of this brand since years.
3,Placeholder,"Reviewed in India on October 15, 2022",3.0,Bad
3,K Prabakaran,"Reviewed in India on October 15, 2022",5.0,Camera and all ok but if we use it for 10-15 minutes the device is more heating above 40 degree Celsius 😔
3,rakeshranjanbehera,"Reviewed in India on October 15, 2022",5.0,Ok
3,Mithu passi,"Reviewed in India on October 15, 2022",5.0,Screen fluctuates severel times and auto brightness auto works without on... And screen goes White
3,Amazon Customer,"Reviewed in India on October 15, 2022",5.0,Worst camera phone... Even 10000 price photo takes better picture than it
3,srinu,"Reviewed in India on October 15, 2022",5.0,display problem totally blank display not on but mobile on display not working waste mobile jast  15 day's i have buy
3,Veer pal maurya,"Reviewed in India on October 15, 2022",5.0,Quality is too poor according to the phone price.
3,Ashok Solanki,"Reviewed in India on October 15, 2022",5.0,Excellent
3,Placeholder,"Reviewed in India on October 15, 2022",5.0,Battery camera all is great only<br>Display automatically working problem
3,Midhun khosh,"Reviewed in India on October 15, 2022",5.0,Good
3,Abdul rehaman,"Reviewed in India on October 14, 2022",5.0,"This mobile got hanging from the first day, and after 6 months of use battery getting draining veryfast need to charge multiple times per day and finally after 7 months battery getting swelling, when I took it to service centre they said battery warranty is only 6 months need to pay to change the battery. This mobile is pathetic don't buy this mobile at any cost."
4,Md Danish Alig,"Reviewed in India on October 16, 2022",5.0,Camera quality not well
4,Ratul chakravarty,"Reviewed in India on October 16, 2022",5.0,Nice Device.
4,Parth mochi,"Reviewed in India on October 16, 2022",5.0,CAMARA NOT OKAY
4,Placeholder,"Reviewed in India on October 16, 2022",5.0,Real Camera is in low light where it's performance is below than average at thai Price point
4,Sandeep das,"Reviewed in India on October 16, 2022",5.0,"&nbsp;I had purchased this phone on 30th June,2022. Now, within 4 month of purchase I am facing this problem. If possible suggest me some solution for this problem."
4,Prashant Srivastava,"Reviewed in India on October 16, 2022",5.0,"The speed of phone is good and screen navigation is smooth. Battery backup is more than 30 hrs. Charging is really fast (100% in 15-20 minutes). Display colours are ok, not vibrant.<br>Camera quality is bad, and worst in low light. If you want good photography then this phone is disappointing for you.<br>Summary: Phone is a ""good+"" for use but camera is disappointing."
4,Rahul Goswami,"Reviewed in India on October 16, 2022",5.0,Very bad phone not to by there is some company defect phone hangs very much need to restart on daily bases.
4,maitreyee mandal,"Reviewed in India on October 16, 2022",5.0,I like it. Excellent👍
4,shivam s.,"Reviewed in India on October 16, 2022",5.0,Good phone with a bad camera. As you zoom a bit the picture quality is too bad also with the video quality. Much better camera phones available at this price. Also fingerprint scanner feels slow.
4,MIR ARSHAD ALI HASHMI,"Reviewed in India on October 16, 2022",5.0,"Soft in use, camera, fingerprint reader, are very good, recommended to buy it, who want best phone in reasonable price"
4,Amazon Customer,"Reviewed in India on October 16, 2022",3.0,"One of the worst phone that I have bought in the recent times . 108MP camera is a lie, the 67w fast charger adapter for charging is to charger your phone when it’s drain so fast even without much usage."
4,vishal rajput,"Reviewed in India on October 16, 2022",3.0,Bad product
4,Ashutosh patel,"Reviewed in India on October 16, 2022",3.0,Nice
4,Er.girl,"Reviewed in India on October 16, 2022",3.0,All other things are good because I like Mi phone features but camera quality is very low
4,Chauhan Rudra,"Reviewed in India on October 15, 2022",3.0,"Worst camera ever seen,i haven't seen such camera quality,not at all like 108 MP ,Redmi 10 Pro is far better than this......."
4,Rajesh N.,"Reviewed in India on October 15, 2022",3.0,This is the worst mobile i have ever seen in my life. 108 mega pixels camera is a cheating it's photo quality is not even 1 megapixel. Don't even think of buying it  if yoy buy you will regret for sure.
4,John Richardson,"Reviewed in India on October 15, 2022",3.0,Not a big techie or a huge phone user. Battery lasts for more than a couple of days. Camera is good. Worth the money.
4,SURESH.T,"Reviewed in India on October 15, 2022",3.0,This product totally waste dont buy this mobile.. touch problem .. camera quality totally very poor.<br><br>I brought this phone for camera but very worst
4,Ayushi,"Reviewed in India on October 15, 2022",3.0,This phone hangs a little and keyboard get freezed.<br><br>I Didn't expect this quality with redmi. Been a customer of this brand since years.
4,Placeholder,"Reviewed in India on October 15, 2022",3.0,Bad
4,K Prabakaran,"Reviewed in India on October 15, 2022",5.0,Camera and all ok but if we use it for 10-15 minutes the device is more heating above 40 degree Celsius 😔
4,rakeshranjanbehera,"Reviewed in India on October 15, 2022",5.0,Ok
4,Mithu passi,"Reviewed in India on October 15, 2022",5.0,Screen fluctuates severel times and auto brightness auto works without on... And screen goes White
4,Amazon Customer,"Reviewed in India on October 15, 2022",5.0,Worst camera phone... Even 10000 price photo takes better picture than it
4,srinu,"Reviewed in India on October 15, 2022",5.0,display problem totally blank display not on but mobile on display not working waste mobile jast  15 day's i have buy
4,Veer pal maurya,"Reviewed in India on October 15, 2022",5.0,Quality is too poor according to the phone price.
4,Ashok Solanki,"Reviewed in India on October 15, 2022",5.0,Excellent
4,Placeholder,"Reviewed in India on October 15, 2022",5.0,Battery camera all is great only<br>Display automatically working problem
4,Midhun khosh,"Reviewed in India on October 15, 2022",5.0,Good
4,Abdul rehaman,"Reviewed in India on October 14, 2022",5.0,"This mobile got hanging from the first day, and after 6 months of use battery getting draining veryfast need to charge multiple times per day and finally after 7 months battery getting swelling, when I took it to service centre they said battery warranty is only 6 months need to pay to change the battery. This mobile is pathetic don't buy this mobile at any cost."
5,Basil,"Reviewed in India on October 16, 2022",1.0,Lag hang heat low quality
5,Ankush Modi,"Reviewed in India on October 16, 2022",1.0,I like it's fingerprint system and i
5,Prachi t.,"Reviewed in India on October 16, 2022",1.0,Impressive
5,Faiz,"Reviewed in India on October 16, 2022",1.0,Ok
5,Bill,"Reviewed in India on October 16, 2022",1.0,"The batttery is excellent simply good . Can last one and a half day easily. The camera is a problem it is not that good especially at night. plhone never lags , not even once till now.packed with features. Excellent processor .<br><br>Simply in love with speaker 🙂🙂🙂🙂🙂🙂🙂🙂🙂<br><br>Just camera problem<br>Thanks Amazon and Xiaomi"
5,AS,"Reviewed in India on October 16, 2022",1.0,Overall okay
5,Suzael E Ghosh,"Reviewed in India on October 16, 2022",1.0,Nice one<br>Usual product
5,Vandana,"Reviewed in India on October 16, 2022",1.0,with good battery life u can enjoy multimedia for hole day
5,Pankesh,"Reviewed in India on October 16, 2022",1.0,don't waste your money .<br>performance is good but camera quality it's<br>like 2 megapixel very very bad quality photos capcher
5,Anand DK,"Reviewed in India on October 16, 2022",1.0,Hanging frequently. Camera not good.<br>battery is excellent and fast charging is good
5,JITENDRAKAR,"Reviewed in India on October 16, 2022",1.0,Fingers print. Password  effects di'not work. Face unlock  not working very poorly work this phone. I want the refund  emideatly plz
5,Er.E.Elamaran,"Reviewed in India on October 16, 2022",1.0,I like the product at this price range. It lags sometimes. Not recommeded for heavy users. Very good battery backup. It lasts more than a day.
5,Shyam Sundar Mishra,"Reviewed in India on October 16, 2022",1.0,With in 3 days launcher is crashing and apps are also crashing i want to return it but only replacement is allowed
5,Pardeep,"Reviewed in India on October 16, 2022",1.0,If you want good picture quality go for another mobile
5,Pavan,"Reviewed in India on October 15, 2022",1.0,"The Camera quality was extremely poor, The video display become blur. I suggest pls don't buy this Redmi note 11."
5,omkar,"Reviewed in India on October 15, 2022",1.0,These are my initial observations. I use this one o ly as my work phone. Phone's back is cheap and phone doesn't look premium too. Camera is very average and phone lags sometimes. If feels my earlier mobile note 8 pro has more features than this and looks way more premium too
5,Manoj Chauhan,"Reviewed in India on October 15, 2022",1.0,"Last year bought mi note 8 mobile, battery damaged in 9 month, now purchased mi note 11, on 2nd October &amp; it's fingerprint sensor won't work what a price of junk"
5,Kiran Madanwad,"Reviewed in India on October 15, 2022",1.0,Phone is really good. My father has been using this for a while and the battery life is really good. Only thing is screen can be damaged even if phone falls from couple of feet
5,Ashutosh Shrivastava,"Reviewed in India on October 15, 2022",1.0,Value for money
5,Namitha K.,"Reviewed in India on October 15, 2022",5.0,Performance is good overall. But camera is below average
5,Rakesh Sirvi,"Reviewed in India on October 15, 2022",5.0,Good Camera Quality and Battery Life
5,SUDHANSHU PAL,"Reviewed in India on October 15, 2022",5.0,Camera quality is very poor &amp; performance is also not so good.
5,SACHINKUMARA BL,"Reviewed in India on October 15, 2022",5.0,Good
5,ais.sandhu86,"Reviewed in India on October 15, 2022",5.0,"Good budget phone, but camera and performance lacks behind"
5,vijayalakshmi,"Reviewed in India on October 15, 2022",5.0,"Specs proportional to the price, value for money product.<br>Snapdragon and 5000 mah battery with 33w charger in box is great.<br>Screen is good, touch response is ok. Best for media consumption.<br>Looks good as well.<br>Camera is just bad, but expected at this price,I wish they can give one decent camera instead of 4 mediocre ones that can't even take a non shaky shot.<br>Biggest disappointment was audio, in Chinese phones you expect high volume dhamaka but this phone has quite mediocre speakers.<br>Overall quite satisfied with my purchase."
5,Aaditya Sen,"Reviewed in India on October 14, 2022",5.0,don't waste your money for buying this.<br>I have purchased 6/128 version. but very disappointed after buying this.<br>camera quality is very poor it's 50mp take pictures like 8mp.<br>and processer is also bad. sometimes hanging issue also observed.<br>the only good part is its battery &amp; charging department.<br><br>overall worst phone in this price segment.<br>don't buy this go for another smartphone.
5,Mohd Anas,"Reviewed in India on October 14, 2022",5.0,"This is a best budget phone, it comes with 33w charger and free phone cover and pre applied screen guard and you should buy this phone in blue colour. Everything is perfect about this phone except front camera.<br><br>I would like rate it 4.5 out of 5"
5,Khatkar,"Reviewed in India on October 14, 2022",5.0,Good phone in this budget but there is some lagging isse as well camera quality is not upto mark.
5,Nilanchal Panda,"Reviewed in India on October 14, 2022",5.0,Camera quality is good but finger print reader is poor
6,Basil,"Reviewed in India on October 16, 2022",1.0,Lag hang heat low quality
6,Ankush Modi,"Reviewed in India on October 16, 2022",1.0,I like it's fingerprint system and i
6,Prachi t.,"Reviewed in India on October 16, 2022",1.0,Impressive
6,Faiz,"Reviewed in India on October 16, 2022",1.0,Ok
6,Bill,"Reviewed in India on October 16, 2022",1.0,"The batttery is excellent simply good . Can last one and a half day easily. The camera is a problem it is not that good especially at night. plhone never lags , not even once till now.packed with features. Excellent processor .<br><br>Simply in love with speaker 🙂🙂🙂🙂🙂🙂🙂🙂🙂<br><br>Just camera problem<br>Thanks Amazon and Xiaomi"
6,AS,"Reviewed in India on October 16, 2022",1.0,Overall okay
6,Suzael E Ghosh,"Reviewed in India on October 16, 2022",1.0,Nice one<br>Usual product
6,Vandana,"Reviewed in India on October 16, 2022",1.0,with good battery life u can enjoy multimedia for hole day
6,Pankesh,"Reviewed in India on October 16, 2022",1.0,don't waste your money .<br>performance is good but camera quality it's<br>like 2 megapixel very very bad quality photos capcher
6,Anand DK,"Reviewed in India on October 16, 2022",1.0,Hanging frequently. Camera not good.<br>battery is excellent and fast charging is good
6,JITENDRAKAR,"Reviewed in India on October 16, 2022",1.0,Fingers print. Password  effects di'not work. Face unlock  not working very poorly work this phone. I want the refund  emideatly plz
6,Er.E.Elamaran,"Reviewed in India on October 16, 2022",1.0,I like the product at this price range. It lags sometimes. Not recommeded for heavy users. Very good battery backup. It lasts more than a day.
6,Shyam Sundar Mishra,"Reviewed in India on October 16, 2022",1.0,With in 3 days launcher is crashing and apps are also crashing i want to return it but only replacement is allowed
6,Pardeep,"Reviewed in India on October 16, 2022",1.0,If you want good picture quality go for another mobile
6,Pavan,"Reviewed in India on October 15, 2022",1.0,"The Camera quality was extremely poor, The video display become blur. I suggest pls don't buy this Redmi note 11."
6,omkar,"Reviewed in India on October 15, 2022",1.0,These are my initial observations. I use this one o ly as my work phone. Phone's back is cheap and phone doesn't look premium too. Camera is very average and phone lags sometimes. If feels my earlier mobile note 8 pro has more features than this and looks way more premium too
6,Manoj Chauhan,"Reviewed in India on October 15, 2022",1.0,"Last year bought mi note 8 mobile, battery damaged in 9 month, now purchased mi note 11, on 2nd October &amp; it's fingerprint sensor won't work what a price of junk"
6,Kiran Madanwad,"Reviewed in India on October 15, 2022",1.0,Phone is really good. My father has been using this for a while and the battery life is really good. Only thing is screen can be damaged even if phone falls from couple of feet
6,Ashutosh Shrivastava,"Reviewed in India on October 15, 2022",1.0,Value for money
6,Namitha K.,"Reviewed in India on October 15, 2022",5.0,Performance is good overall. But camera is below average
6,Rakesh Sirvi,"Reviewed in India on October 15, 2022",5.0,Good Camera Quality and Battery Life
6,SUDHANSHU PAL,"Reviewed in India on October 15, 2022",5.0,Camera quality is very poor &amp; performance is also not so good.
6,SACHINKUMARA BL,"Reviewed in India on October 15, 2022",5.0,Good
6,ais.sandhu86,"Reviewed in India on October 15, 2022",5.0,"Good budget phone, but camera and performance lacks behind"
6,vijayalakshmi,"Reviewed in India on October 15, 2022",5.0,"Specs proportional to the price, value for money product.<br>Snapdragon and 5000 mah battery with 33w charger in box is great.<br>Screen is good, touch response is ok. Best for media consumption.<br>Looks good as well.<br>Camera is just bad, but expected at this price,I wish they can give one decent camera instead of 4 mediocre ones that can't even take a non shaky shot.<br>Biggest disappointment was audio, in Chinese phones you expect high volume dhamaka but this phone has quite mediocre speakers.<br>Overall quite satisfied with my purchase."
6,Aaditya Sen,"Reviewed in India on October 14, 2022",5.0,don't waste your money for buying this.<br>I have purchased 6/128 version. but very disappointed after buying this.<br>camera quality is very poor it's 50mp take pictures like 8mp.<br>and processer is also bad. sometimes hanging issue also observed.<br>the only good part is its battery &amp; charging department.<br><br>overall worst phone in this price segment.<br>don't buy this go for another smartphone.
6,Mohd Anas,"Reviewed in India on October 14, 2022",5.0,"This is a best budget phone, it comes with 33w charger and free phone cover and pre applied screen guard and you should buy this phone in blue colour. Everything is perfect about this phone except front camera.<br><br>I would like rate it 4.5 out of 5"
6,Khatkar,"Reviewed in India on October 14, 2022",5.0,Good phone in this budget but there is some lagging isse as well camera quality is not upto mark.
6,Nilanchal Panda,"Reviewed in India on October 14, 2022",5.0,Camera quality is good but finger print reader is poor
7,Chunthui,"Reviewed in India on October 16, 2022",4.0,"Worst phone ever,do not buy I hve been using for 2 months and display suck.it keeps on moving on its own."
7,Parth mochi,"Reviewed in India on October 16, 2022",4.0,NICE
7,krishna moorthy,"Reviewed in India on October 16, 2022",4.0,Phone switch off
7,Chetan Gajanan Darwante,"Reviewed in India on October 16, 2022",4.0,Good product
7,Hrushi Reddy,"Reviewed in India on October 16, 2022",4.0,&nbsp;Nice product
7,Tarun,"Reviewed in India on October 16, 2022",4.0,BATTERY LIFE = 98%  GOOD<br>CAMERA = 97% GOOD<br>FINGERPRINT READER = 99% GOOD<br>PERFORMANCE = 98% GOOD
7,balu,"Reviewed in India on October 15, 2022",4.0,All specs are ok at this cost. But in this mobile there are some faults. I'm facing SD Card slot problem.
7,Sakshi Bhatnagar,"Reviewed in India on October 15, 2022",4.0,Camera could be better.
7,Hariom Prakash Katiyar,"Reviewed in India on October 15, 2022",4.0,"Over all good, but on-off switch is merge with finger print reader, that's make uncomfortable."
7,Santosh Das,"Reviewed in India on October 15, 2022",4.0,Phone quality is very bad. Camera quality &amp; sound quality is not up to mark. It's getting hanged while in conference call.<br>It<br>is very bad experience with MI.
