0,Placeholder,"Reviewed in India on September 11, 2022",5.0,I purchased this phone in June 2021. I had to do service check as first issue I got was during call I couldn't hear what other person said. I had to put my phone on speaker to attend calls. This happened in first 6 months itself .Now since few months I get auto-restart problem . the phone goes to non stop boot loop. It is a issue with MIUI. I tried factory reset multiple times and yet the issue occurs again and again .I had samsung before this and that as well touch was lost two times in 1 year. I am loosing faith in android phones slowly.,NEGATIVE
0,Sumit Dhar,"Reviewed in India on September 10, 2022",5.0,"When I put mobile IMIE number and select the same model Redmi note 9 pro, I get invalid IMIE number. Is this product original product??",NEGATIVE
0,Ankit Maurya,"Reviewed in India on September 9, 2022",5.0,Awsum,NEGATIVE
0,Ankit Kaushik,"Reviewed in India on September 4, 2022",5.0,Awesome product,POSITIVE
1,Ahmed khan,"Reviewed in India on October 16, 2022",5.0,Value for money,POSITIVE
1,Ravi Patel,"Reviewed in India on October 15, 2022",5.0,Best ,POSITIVE
1,Ravi,"Reviewed in India on October 14, 2022",5.0,Good,POSITIVE
1,Nitin,"Reviewed in India on October 14, 2022",5.0,nice,POSITIVE
1,Raufkhan Patel,"Reviewed in India on October 7, 2022",5.0,"Camera quality is a bit low, the rest of the mobile is good",POSITIVE
1,milind gote,"Reviewed in India on October 6, 2022",5.0,Super,POSITIVE
1,SANOOB K,"Reviewed in India on October 6, 2022",5.0,good,POSITIVE
1,faisi,"Reviewed in India on October 2, 2022",5.0,Good,POSITIVE
1,Ranvijay singh,"Reviewed in India on October 1, 2022",5.0,This is the best phone at this prize.,POSITIVE
1,Khade sunil,"Reviewed in India on September 30, 2022",5.0,Quality is descent.in this price range,NEGATIVE
1,deepak gupta,"Reviewed in India on September 30, 2022",5.0,best mobile,POSITIVE
1,Manohar Madupoju,"Reviewed in India on September 27, 2022",5.0,Good,POSITIVE
1,Prajak,"Reviewed in India on September 26, 2022",5.0,1.My dad is using this phone since last 3 years and it still is in working condition.2.The smartphone has the decent features,POSITIVE
1,Abhik Das,"Reviewed in India on September 25, 2022",5.0,Like the overall performance dislike the camera quality,NEGATIVE
1,Kalpesh chandraknat mhatre,"Reviewed in India on September 24, 2022",5.0,no worth to buy it,NEGATIVE
1,Manish Kumar,"Reviewed in India on September 23, 2022",5.0,"Phone is worth every penny. Best in the market in this price range. If your budget lies near this price range, you can surely buy this device.",POSITIVE
1,Midhun Vincent,"Reviewed in India on September 23, 2022",5.0,Device restart and stopped working while charging.,NEGATIVE
1,Rohan,"Reviewed in India on September 20, 2022",5.0,Ok,POSITIVE
1,Ankan,"Reviewed in India on September 20, 2022",5.0,Take this for normal daily use ... Not for heavy gaming,NEGATIVE
1,YD,"Reviewed in India on September 19, 2022",5.0,Nice product at reasonable price at Amazon,POSITIVE
1,Prakash Sharma,"Reviewed in India on September 18, 2022",5.0,Phone doesn't have life span of 1.5 years. After 1.5 years it's battery has swollen. And screen quality is very little when compared to my another samsung phone of 10k. And I have another device redmi note 7s that too is having yellow spots over the phone.,NEGATIVE
1,"Tkthp Sharma<span class=""a-icon a-profile-verified-badge""><span class=""a-profile-verified-text""></span></span>","Reviewed in India on September 16, 2022",5.0,"Phone looks very good also very thin and battry backup is also good but this is like average phone , tum esko ekdm perfect nhi bol skte but paise ke hisab se kafi accha hai.",NEGATIVE
1,Jaya prakash,"Reviewed in India on September 16, 2022",5.0,It's a failed version ...battery issue,NEGATIVE
1,SUBBURAYAN D,"Reviewed in India on September 16, 2022",5.0,Valve of money,NEGATIVE
1,Ramkesh Meena SSE Railway,"Reviewed in India on September 13, 2022",5.0,Not working properly,NEGATIVE
1,Vidya sagar sharma,"Reviewed in India on September 11, 2022",5.0,I think we shld go for 9a now . ita better than 8a  ... in this price range,POSITIVE
1,Shubam bhagat,"Reviewed in India on September 10, 2022",5.0,Good,POSITIVE
1,B CHANDRAMOULI ,"Reviewed in India on September 9, 2022",5.0,Best Phone,POSITIVE
1,lovejeet singh,"Reviewed in India on September 6, 2022",5.0,Good one battery life more strong one,POSITIVE
2,Manav Gujjar,"Reviewed in India on October 16, 2022",4.0,"I am using this phone since 7 months it's best in class, camera is very good if you have better lighting conditions and charges quickly, performance wise it's better according to the budget but heats if you play heavy games like bgmi, selfie camera should be better it's average",NEGATIVE
2,Vishal,"Reviewed in India on October 16, 2022",4.0,Nice,POSITIVE
2,Yograj Sonar,"Reviewed in India on October 16, 2022",4.0,"Don't purchase online. I got a defect phone. In the beginning it was nice. But after one month around, it is showing it's a mobile of repairing one. . Automatically back and blinking screen.",NEGATIVE
2,Arvind,"Reviewed in India on October 15, 2022",4.0,It's looks like too many issue on this mobile version.,NEGATIVE
2,rajendra chauhan,"Reviewed in India on October 15, 2022",4.0,Product delivered on time and phone working fine. Good deal from Amazon.,POSITIVE
2,MOHAMMAD ADIL KHAN,"Reviewed in India on October 14, 2022",4.0,Great,POSITIVE
2,Debajyoti S.,"Reviewed in India on October 14, 2022",4.0,Camera quality not that good but ok.,POSITIVE
2,nandkishor,"Reviewed in India on October 13, 2022",4.0,Bahut accha phone hai muje bahut accha laga,NEGATIVE
2,Shijin,"Reviewed in India on October 13, 2022",4.0,Some one used the phone,NEGATIVE
2,Piyush Chhatwal,"Reviewed in India on October 13, 2022",4.0,Waist of money and bad quality camera,NEGATIVE
2,Dileep K.,"Reviewed in India on October 13, 2022",5.0,I like its taste and very smooth for teeth. Its really helpful to clean teeth.,POSITIVE
2,Dharmender Bisht,"Reviewed in India on October 13, 2022",5.0,Not bad product this price,POSITIVE
2,Durjan,"Reviewed in India on October 11, 2022",5.0,The Android 12 updation is the worst updation it crashes ever apps and freezes,NEGATIVE
2,Nakul s.,"Reviewed in India on October 11, 2022",5.0,70-80 like,POSITIVE
2,Pinku,"Reviewed in India on October 11, 2022",5.0,"Worst product, do not buy this",NEGATIVE
2,Pravir Chhillar,"Reviewed in India on October 11, 2022",5.0,Superb quality products so very very good quality sound,POSITIVE
2,Gaurav,"Reviewed in India on October 10, 2022",5.0,Everything is very good,POSITIVE
2,Swadesh Kumar,"Reviewed in India on October 10, 2022",5.0,I ordered this phone 1 year ago... Overll all it is an average phone and budget friendly but biggest issue is it's battery drainage... Camera quality is ok in this budget... YouTube is hanging after recent updates,NEGATIVE
2,Priyank sharma,"Reviewed in India on October 10, 2022",5.0,Mobaile bill nhi aya,NEGATIVE
2,Mr. Karan devidas rathod,"Reviewed in India on October 10, 2022",1.0,"Hanging issues, phone switched off automatically...",NEGATIVE
2,Sanjeev Kumar,"Reviewed in India on October 9, 2022",1.0,Good quality,POSITIVE
2,Indhuhanu,"Reviewed in India on October 9, 2022",1.0,Cheep quality product which will effecting eyes than other mobile. Not able to see the screen more than 10 mins continuously.. faster dryness of eyes...,NEGATIVE
2,Sathish,"Reviewed in India on October 9, 2022",1.0,Good product with the best price.,POSITIVE
2,Amazone vim,"Reviewed in India on October 9, 2022",1.0,"If you want a mobile without camera then only you can buy this mobile. Still, why should you waste money in redmi's mobile. This is my 1st redmi purchase and would be my last redmi too. Infinix and others are far far better in every terms.",NEGATIVE
2,Amazon Customer,"Reviewed in India on October 9, 2022",1.0,"Phone hangs quite a lot ,even in you tube",NEGATIVE
2,Sambit,"Reviewed in India on October 8, 2022",1.0,Camera not up to the mark.,NEGATIVE
2,Md Atikur Rahman,"Reviewed in India on October 8, 2022",1.0,Good product..price quite low as compare to features. I am using product seance 5 months it's good and smooth functioning,POSITIVE
2,vishal,"Reviewed in India on October 8, 2022",1.0,"Exactly a day before my warranty gets over, my phone got dead. So I took to the nearest service center. They have found it a resale product. And the warranty got over three months back by checking..Beware of these SellersI have registered a complaint now",NEGATIVE
3,Md Danish Alig,"Reviewed in India on October 16, 2022",5.0,Camera quality not well,NEGATIVE
3,Ratul chakravarty,"Reviewed in India on October 16, 2022",5.0,Nice Device.,POSITIVE
3,Parth mochi,"Reviewed in India on October 16, 2022",5.0,CAMARA NOT OKAY,NEGATIVE
3,Placeholder,"Reviewed in India on October 16, 2022",5.0,Real Camera is in low light where it's performance is below than average at thai Price point,NEGATIVE
3,Sandeep das,"Reviewed in India on October 16, 2022",5.0,"&nbsp;I had purchased this phone on 30th June,2022. Now, within 4 month of purchase I am facing this problem. If possible suggest me some solution for this problem.",NEGATIVE
3,Prashant Srivastava,"Reviewed in India on October 16, 2022",5.0,"The speed of phone is good and screen navigation is smooth. Battery backup is more than 30 hrs. Charging is really fast (100% in 15-20 minutes). Display colours are ok, not vibrant.Camera quality is bad, and worst in low light. If you want good photography then this phone is disappointing for you.Summary: Phone is a ""good+"" for use but camera is disappointing.",NEGATIVE
3,Rahul Goswami,"Reviewed in India on October 16, 2022",5.0,Very bad phone not to by there is some company defect phone hangs very much need to restart on daily bases.,NEGATIVE
3,maitreyee mandal,"Reviewed in India on October 16, 2022",5.0,I like it. Excellent,POSITIVE
3,shivam s.,"Reviewed in India on October 16, 2022",5.0,Good phone with a bad camera. As you zoom a bit the picture quality is too bad also with the video quality. Much better camera phones available at this price. Also fingerprint scanner feels slow.,NEGATIVE
3,MIR ARSHAD ALI HASHMI,"Reviewed in India on October 16, 2022",5.0,"Soft in use, camera, fingerprint reader, are very good, recommended to buy it, who want best phone in reasonable price",POSITIVE
3,Amazon Customer,"Reviewed in India on October 16, 2022",3.0,"One of the worst phone that I have bought in the recent times . 108MP camera is a lie, the 67w fast charger adapter for charging is to charger your phone when it’s drain so fast even without much usage.",NEGATIVE
3,vishal rajput,"Reviewed in India on October 16, 2022",3.0,Bad product,NEGATIVE
3,Ashutosh patel,"Reviewed in India on October 16, 2022",3.0,Nice,POSITIVE
3,Er.girl,"Reviewed in India on October 16, 2022",3.0,All other things are good because I like Mi phone features but camera quality is very low,NEGATIVE
3,Chauhan Rudra,"Reviewed in India on October 15, 2022",3.0,"Worst camera ever seen,i haven't seen such camera quality,not at all like 108 MP ,Redmi 10 Pro is far better than this.......",NEGATIVE
3,Rajesh N.,"Reviewed in India on October 15, 2022",3.0,This is the worst mobile i have ever seen in my life. 108 mega pixels camera is a cheating it's photo quality is not even 1 megapixel. Don't even think of buying it  if yoy buy you will regret for sure.,NEGATIVE
3,John Richardson,"Reviewed in India on October 15, 2022",3.0,Not a big techie or a huge phone user. Battery lasts for more than a couple of days. Camera is good. Worth the money.,POSITIVE
3,SURESH.T,"Reviewed in India on October 15, 2022",3.0,This product totally waste dont buy this mobile.. touch problem .. camera quality totally very poor.I brought this phone for camera but very worst,NEGATIVE
3,Ayushi,"Reviewed in India on October 15, 2022",3.0,This phone hangs a little and keyboard get freezed.I Didn't expect this quality with redmi. Been a customer of this brand since years.,NEGATIVE
3,Placeholder,"Reviewed in India on October 15, 2022",3.0,Bad,NEGATIVE
3,K Prabakaran,"Reviewed in India on October 15, 2022",5.0,Camera and all ok but if we use it for 10-15 minutes the device is more heating above 40 degree Celsius ,NEGATIVE
3,rakeshranjanbehera,"Reviewed in India on October 15, 2022",5.0,Ok,POSITIVE
3,Mithu passi,"Reviewed in India on October 15, 2022",5.0,Screen fluctuates severel times and auto brightness auto works without on... And screen goes White,NEGATIVE
3,Amazon Customer,"Reviewed in India on October 15, 2022",5.0,Worst camera phone... Even 10000 price photo takes better picture than it,NEGATIVE
3,srinu,"Reviewed in India on October 15, 2022",5.0,display problem totally blank display not on but mobile on display not working waste mobile jast  15 day's i have buy,NEGATIVE
3,Veer pal maurya,"Reviewed in India on October 15, 2022",5.0,Quality is too poor according to the phone price.,NEGATIVE
3,Ashok Solanki,"Reviewed in India on October 15, 2022",5.0,Excellent,POSITIVE
3,Placeholder,"Reviewed in India on October 15, 2022",5.0,Battery camera all is great onlyDisplay automatically working problem,NEGATIVE
3,Midhun khosh,"Reviewed in India on October 15, 2022",5.0,Good,POSITIVE
3,Abdul rehaman,"Reviewed in India on October 14, 2022",5.0,"This mobile got hanging from the first day, and after 6 months of use battery getting draining veryfast need to charge multiple times per day and finally after 7 months battery getting swelling, when I took it to service centre they said battery warranty is only 6 months need to pay to change the battery. This mobile is pathetic don't buy this mobile at any cost.",NEGATIVE
4,Md Danish Alig,"Reviewed in India on October 16, 2022",5.0,Camera quality not well,NEGATIVE
4,Ratul chakravarty,"Reviewed in India on October 16, 2022",5.0,Nice Device.,POSITIVE
4,Parth mochi,"Reviewed in India on October 16, 2022",5.0,CAMARA NOT OKAY,NEGATIVE
4,Placeholder,"Reviewed in India on October 16, 2022",5.0,Real Camera is in low light where it's performance is below than average at thai Price point,NEGATIVE
4,Sandeep das,"Reviewed in India on October 16, 2022",5.0,"&nbsp;I had purchased this phone on 30th June,2022. Now, within 4 month of purchase I am facing this problem. If possible suggest me some solution for this problem.",NEGATIVE
4,Prashant Srivastava,"Reviewed in India on October 16, 2022",5.0,"The speed of phone is good and screen navigation is smooth. Battery backup is more than 30 hrs. Charging is really fast (100% in 15-20 minutes). Display colours are ok, not vibrant.Camera quality is bad, and worst in low light. If you want good photography then this phone is disappointing for you.Summary: Phone is a ""good+"" for use but camera is disappointing.",NEGATIVE
4,Rahul Goswami,"Reviewed in India on October 16, 2022",5.0,Very bad phone not to by there is some company defect phone hangs very much need to restart on daily bases.,NEGATIVE
4,maitreyee mandal,"Reviewed in India on October 16, 2022",5.0,I like it. Excellent,POSITIVE
4,shivam s.,"Reviewed in India on October 16, 2022",5.0,Good phone with a bad camera. As you zoom a bit the picture quality is too bad also with the video quality. Much better camera phones available at this price. Also fingerprint scanner feels slow.,NEGATIVE
4,MIR ARSHAD ALI HASHMI,"Reviewed in India on October 16, 2022",5.0,"Soft in use, camera, fingerprint reader, are very good, recommended to buy it, who want best phone in reasonable price",POSITIVE
4,Amazon Customer,"Reviewed in India on October 16, 2022",3.0,"One of the worst phone that I have bought in the recent times . 108MP camera is a lie, the 67w fast charger adapter for charging is to charger your phone when it’s drain so fast even without much usage.",NEGATIVE
4,vishal rajput,"Reviewed in India on October 16, 2022",3.0,Bad product,NEGATIVE
4,Ashutosh patel,"Reviewed in India on October 16, 2022",3.0,Nice,POSITIVE
4,Er.girl,"Reviewed in India on October 16, 2022",3.0,All other things are good because I like Mi phone features but camera quality is very low,NEGATIVE
4,Chauhan Rudra,"Reviewed in India on October 15, 2022",3.0,"Worst camera ever seen,i haven't seen such camera quality,not at all like 108 MP ,Redmi 10 Pro is far better than this.......",NEGATIVE
4,Rajesh N.,"Reviewed in India on October 15, 2022",3.0,This is the worst mobile i have ever seen in my life. 108 mega pixels camera is a cheating it's photo quality is not even 1 megapixel. Don't even think of buying it  if yoy buy you will regret for sure.,NEGATIVE
4,John Richardson,"Reviewed in India on October 15, 2022",3.0,Not a big techie or a huge phone user. Battery lasts for more than a couple of days. Camera is good. Worth the money.,POSITIVE
4,SURESH.T,"Reviewed in India on October 15, 2022",3.0,This product totally waste dont buy this mobile.. touch problem .. camera quality totally very poor.I brought this phone for camera but very worst,NEGATIVE
4,Ayushi,"Reviewed in India on October 15, 2022",3.0,This phone hangs a little and keyboard get freezed.I Didn't expect this quality with redmi. Been a customer of this brand since years.,NEGATIVE
4,Placeholder,"Reviewed in India on October 15, 2022",3.0,Bad,NEGATIVE
4,K Prabakaran,"Reviewed in India on October 15, 2022",5.0,Camera and all ok but if we use it for 10-15 minutes the device is more heating above 40 degree Celsius ,NEGATIVE
4,rakeshranjanbehera,"Reviewed in India on October 15, 2022",5.0,Ok,POSITIVE
4,Mithu passi,"Reviewed in India on October 15, 2022",5.0,Screen fluctuates severel times and auto brightness auto works without on... And screen goes White,NEGATIVE
4,Amazon Customer,"Reviewed in India on October 15, 2022",5.0,Worst camera phone... Even 10000 price photo takes better picture than it,NEGATIVE
4,srinu,"Reviewed in India on October 15, 2022",5.0,display problem totally blank display not on but mobile on display not working waste mobile jast  15 day's i have buy,NEGATIVE
4,Veer pal maurya,"Reviewed in India on October 15, 2022",5.0,Quality is too poor according to the phone price.,NEGATIVE
4,Ashok Solanki,"Reviewed in India on October 15, 2022",5.0,Excellent,POSITIVE
4,Placeholder,"Reviewed in India on October 15, 2022",5.0,Battery camera all is great onlyDisplay automatically working problem,NEGATIVE
4,Midhun khosh,"Reviewed in India on October 15, 2022",5.0,Good,POSITIVE
4,Abdul rehaman,"Reviewed in India on October 14, 2022",5.0,"This mobile got hanging from the first day, and after 6 months of use battery getting draining veryfast need to charge multiple times per day and finally after 7 months battery getting swelling, when I took it to service centre they said battery warranty is only 6 months need to pay to change the battery. This mobile is pathetic don't buy this mobile at any cost.",NEGATIVE
5,Basil,"Reviewed in India on October 16, 2022",1.0,Lag hang heat low quality,NEGATIVE
5,Ankush Modi,"Reviewed in India on October 16, 2022",1.0,I like it's fingerprint system and i,POSITIVE
5,Prachi t.,"Reviewed in India on October 16, 2022",1.0,Impressive,POSITIVE
5,Faiz,"Reviewed in India on October 16, 2022",1.0,Ok,POSITIVE
5,Bill,"Reviewed in India on October 16, 2022",1.0,"The batttery is excellent simply good . Can last one and a half day easily. The camera is a problem it is not that good especially at night. plhone never lags , not even once till now.packed with features. Excellent processor .Simply in love with speaker Just camera problemThanks Amazon and Xiaomi",POSITIVE
5,AS,"Reviewed in India on October 16, 2022",1.0,Overall okay,POSITIVE
5,Suzael E Ghosh,"Reviewed in India on October 16, 2022",1.0,Nice oneUsual product,POSITIVE
5,Vandana,"Reviewed in India on October 16, 2022",1.0,with good battery life u can enjoy multimedia for hole day,POSITIVE
5,Pankesh,"Reviewed in India on October 16, 2022",1.0,don't waste your money .performance is good but camera quality it'slike 2 megapixel very very bad quality photos capcher,NEGATIVE
5,Anand DK,"Reviewed in India on October 16, 2022",1.0,Hanging frequently. Camera not good.battery is excellent and fast charging is good,POSITIVE
5,JITENDRAKAR,"Reviewed in India on October 16, 2022",1.0,Fingers print. Password  effects di'not work. Face unlock  not working very poorly work this phone. I want the refund  emideatly plz,NEGATIVE
5,Er.E.Elamaran,"Reviewed in India on October 16, 2022",1.0,I like the product at this price range. It lags sometimes. Not recommeded for heavy users. Very good battery backup. It lasts more than a day.,NEGATIVE
5,Shyam Sundar Mishra,"Reviewed in India on October 16, 2022",1.0,With in 3 days launcher is crashing and apps are also crashing i want to return it but only replacement is allowed,NEGATIVE
5,Pardeep,"Reviewed in India on October 16, 2022",1.0,If you want good picture quality go for another mobile,NEGATIVE
5,Pavan,"Reviewed in India on October 15, 2022",1.0,"The Camera quality was extremely poor, The video display become blur. I suggest pls don't buy this Redmi note 11.",NEGATIVE
5,omkar,"Reviewed in India on October 15, 2022",1.0,These are my initial observations. I use this one o ly as my work phone. Phone's back is cheap and phone doesn't look premium too. Camera is very average and phone lags sometimes. If feels my earlier mobile note 8 pro has more features than this and looks way more premium too,NEGATIVE
5,Manoj Chauhan,"Reviewed in India on October 15, 2022",1.0,"Last year bought mi note 8 mobile, battery damaged in 9 month, now purchased mi note 11, on 2nd October &amp; it's fingerprint sensor won't work what a price of junk",NEGATIVE
5,Kiran Madanwad,"Reviewed in India on October 15, 2022",1.0,Phone is really good. My father has been using this for a while and the battery life is really good. Only thing is screen can be damaged even if phone falls from couple of feet,POSITIVE
5,Ashutosh Shrivastava,"Reviewed in India on October 15, 2022",1.0,Value for money,POSITIVE
5,Namitha K.,"Reviewed in India on October 15, 2022",5.0,Performance is good overall. But camera is below average,POSITIVE
5,Rakesh Sirvi,"Reviewed in India on October 15, 2022",5.0,Good Camera Quality and Battery Life,POSITIVE
5,SUDHANSHU PAL,"Reviewed in India on October 15, 2022",5.0,Camera quality is very poor &amp; performance is also not so good.,NEGATIVE
5,SACHINKUMARA BL,"Reviewed in India on October 15, 2022",5.0,Good,POSITIVE
5,ais.sandhu86,"Reviewed in India on October 15, 2022",5.0,"Good budget phone, but camera and performance lacks behind",NEGATIVE
5,vijayalakshmi,"Reviewed in India on October 15, 2022",5.0,"Specs proportional to the price, value for money product.Snapdragon and 5000 mah battery with 33w charger in box is great.Screen is good, touch response is ok. Best for media consumption.Looks good as well.Camera is just bad, but expected at this price,I wish they can give one decent camera instead of 4 mediocre ones that can't even take a non shaky shot.Biggest disappointment was audio, in Chinese phones you expect high volume dhamaka but this phone has quite mediocre speakers.Overall quite satisfied with my purchase.",POSITIVE
5,Aaditya Sen,"Reviewed in India on October 14, 2022",5.0,don't waste your money for buying this.I have purchased 6/128 version. but very disappointed after buying this.camera quality is very poor it's 50mp take pictures like 8mp.and processer is also bad. sometimes hanging issue also observed.the only good part is its battery &amp; charging department.overall worst phone in this price segment.don't buy this go for another smartphone.,NEGATIVE
5,Mohd Anas,"Reviewed in India on October 14, 2022",5.0,"This is a best budget phone, it comes with 33w charger and free phone cover and pre applied screen guard and you should buy this phone in blue colour. Everything is perfect about this phone except front camera.I would like rate it 4.5 out of 5",POSITIVE
5,Khatkar,"Reviewed in India on October 14, 2022",5.0,Good phone in this budget but there is some lagging isse as well camera quality is not upto mark.,NEGATIVE
5,Nilanchal Panda,"Reviewed in India on October 14, 2022",5.0,Camera quality is good but finger print reader is poor,NEGATIVE
6,Basil,"Reviewed in India on October 16, 2022",1.0,Lag hang heat low quality,NEGATIVE
6,Ankush Modi,"Reviewed in India on October 16, 2022",1.0,I like it's fingerprint system and i,POSITIVE
6,Prachi t.,"Reviewed in India on October 16, 2022",1.0,Impressive,POSITIVE
6,Faiz,"Reviewed in India on October 16, 2022",1.0,Ok,POSITIVE
6,Bill,"Reviewed in India on October 16, 2022",1.0,"The batttery is excellent simply good . Can last one and a half day easily. The camera is a problem it is not that good especially at night. plhone never lags , not even once till now.packed with features. Excellent processor .Simply in love with speaker Just camera problemThanks Amazon and Xiaomi",POSITIVE
6,AS,"Reviewed in India on October 16, 2022",1.0,Overall okay,POSITIVE
6,Suzael E Ghosh,"Reviewed in India on October 16, 2022",1.0,Nice oneUsual product,POSITIVE
6,Vandana,"Reviewed in India on October 16, 2022",1.0,with good battery life u can enjoy multimedia for hole day,POSITIVE
6,Pankesh,"Reviewed in India on October 16, 2022",1.0,don't waste your money .performance is good but camera quality it'slike 2 megapixel very very bad quality photos capcher,NEGATIVE
6,Anand DK,"Reviewed in India on October 16, 2022",1.0,Hanging frequently. Camera not good.battery is excellent and fast charging is good,POSITIVE
6,JITENDRAKAR,"Reviewed in India on October 16, 2022",1.0,Fingers print. Password  effects di'not work. Face unlock  not working very poorly work this phone. I want the refund  emideatly plz,NEGATIVE
6,Er.E.Elamaran,"Reviewed in India on October 16, 2022",1.0,I like the product at this price range. It lags sometimes. Not recommeded for heavy users. Very good battery backup. It lasts more than a day.,NEGATIVE
6,Shyam Sundar Mishra,"Reviewed in India on October 16, 2022",1.0,With in 3 days launcher is crashing and apps are also crashing i want to return it but only replacement is allowed,NEGATIVE
6,Pardeep,"Reviewed in India on October 16, 2022",1.0,If you want good picture quality go for another mobile,NEGATIVE
6,Pavan,"Reviewed in India on October 15, 2022",1.0,"The Camera quality was extremely poor, The video display become blur. I suggest pls don't buy this Redmi note 11.",NEGATIVE
6,omkar,"Reviewed in India on October 15, 2022",1.0,These are my initial observations. I use this one o ly as my work phone. Phone's back is cheap and phone doesn't look premium too. Camera is very average and phone lags sometimes. If feels my earlier mobile note 8 pro has more features than this and looks way more premium too,NEGATIVE
6,Manoj Chauhan,"Reviewed in India on October 15, 2022",1.0,"Last year bought mi note 8 mobile, battery damaged in 9 month, now purchased mi note 11, on 2nd October &amp; it's fingerprint sensor won't work what a price of junk",NEGATIVE
6,Kiran Madanwad,"Reviewed in India on October 15, 2022",1.0,Phone is really good. My father has been using this for a while and the battery life is really good. Only thing is screen can be damaged even if phone falls from couple of feet,POSITIVE
6,Ashutosh Shrivastava,"Reviewed in India on October 15, 2022",1.0,Value for money,POSITIVE
6,Namitha K.,"Reviewed in India on October 15, 2022",5.0,Performance is good overall. But camera is below average,POSITIVE
6,Rakesh Sirvi,"Reviewed in India on October 15, 2022",5.0,Good Camera Quality and Battery Life,POSITIVE
6,SUDHANSHU PAL,"Reviewed in India on October 15, 2022",5.0,Camera quality is very poor &amp; performance is also not so good.,NEGATIVE
6,SACHINKUMARA BL,"Reviewed in India on October 15, 2022",5.0,Good,POSITIVE
6,ais.sandhu86,"Reviewed in India on October 15, 2022",5.0,"Good budget phone, but camera and performance lacks behind",NEGATIVE
